C:\Nolek\Logs\2022-0772_C1_230227.csv;120 Bar;60 Liter;Room GR1.1
Log Time;StepNo;CircuitName;TMP1;TMP2;B31;B32;B21;B22;P101;RegulatorSP;RegulatorFB
28/02/2023 03.39.30;45000;R1.1;19,96;19,74;19,12121;19,40561;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.40.00;45000;R1.1;19,96;19,75;19,12121;19,40561;1,152824E-02;50,93505;183,4936;0;0
28/02/2023 03.40.30;45000;R1.1;19,96;19,75;19,12121;19,40561;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.41.03;45000;R1.1;19,95;19,75;19,12121;19,40561;1,152824E-02;50,93505;183,4936;0;0
28/02/2023 03.41.33;45000;R1.1;19,95;19,75;19,12121;19,40561;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.42.03;45000;R1.1;19,95;19,74;19,12121;19,40561;1,152824E-02;50,94082;183,4936;0;0
28/02/2023 03.42.33;45000;R1.1;19,93;19,73;19,2197;19,40561;5,764119E-03;50,93505;183,4756;0;0
28/02/2023 03.43.03;45000;R1.1;19,9;19,72;19,2197;19,40561;5,764119E-03;50,94082;183,4936;0;0
28/02/2023 03.43.33;45000;R1.1;19,88;19,71;19,2197;19,40561;5,764119E-03;50,94082;183,4756;0;0
28/02/2023 03.44.03;45000;R1.1;19,87;19,7;19,2197;19,40561;5,764119E-03;50,93505;183,4576;0;0
28/02/2023 03.44.33;45000;R1.1;19,85;19,69;19,2197;19,40561;5,764119E-03;50,93505;183,4576;0;0
28/02/2023 03.45.05;45000;R1.1;19,84;19,67;19,2197;19,40561;5,764119E-03;50,94082;183,4576;0;0
28/02/2023 03.45.34;45000;R1.1;19,83;19,66;19,2197;19,40561;1,152824E-02;50,94082;183,4396;0;0
28/02/2023 03.46.04;45000;R1.1;19,83;19,65;19,2197;19,40561;1,152824E-02;50,94082;183,4486;0;0
28/02/2023 03.46.34;45000;R1.1;19,82;19,64;19,2197;19,40561;1,152824E-02;50,94082;183,4396;0;0
28/02/2023 03.47.04;45000;R1.1;19,82;19,64;19,2197;19,40561;5,764119E-03;50,94659;183,4306;0;0
28/02/2023 03.47.34;45000;R1.1;19,81;19,65;19,2197;19,40561;5,764119E-03;50,94659;183,4306;0;0
28/02/2023 03.48.05;45000;R1.1;19,81;19,65;19,2197;19,40561;1,152824E-02;50,94082;183,4396;0;0
28/02/2023 03.48.35;45000;R1.1;19,81;19,65;19,2197;19,40561;1,152824E-02;50,94082;183,4396;0;0
28/02/2023 03.49.05;45000;R1.1;19,81;19,65;19,2197;19,40561;0;50,94082;183,4396;0;0
28/02/2023 03.49.35;45000;R1.1;19,81;19,66;19,2197;19,40561;5,764119E-03;50,94659;183,4396;0;0
28/02/2023 03.50.05;45000;R1.1;19,81;19,68;19,2197;19,40561;5,764119E-03;50,94082;183,4306;0;0
28/02/2023 03.50.35;45000;R1.1;19,81;19,68;19,2197;19,40561;1,152824E-02;50,94659;183,4396;0;0
28/02/2023 03.51.05;45000;R1.1;19,81;19,7;19,2197;19,40561;1,152824E-02;50,94082;183,4216;0;0
28/02/2023 03.51.35;45000;R1.1;19,82;19,71;19,2197;19,40561;1,152824E-02;50,94082;183,4306;0;0
28/02/2023 03.52.05;45000;R1.1;19,82;19,72;19,2197;19,40561;1,152824E-02;50,94659;183,4216;0;0
28/02/2023 03.52.36;45000;R1.1;19,83;19,73;19,2197;19,40561;5,764119E-03;50,94082;183,4216;0;0
28/02/2023 03.53.06;45000;R1.1;19,84;19,74;19,2197;19,40561;5,764119E-03;50,94659;183,4125;0;0
28/02/2023 03.53.36;45000;R1.1;19,85;19,74;19,2197;19,40561;5,764119E-03;50,94659;183,4125;0;0
28/02/2023 03.54.06;45000;R1.1;19,86;19,75;19,2197;19,40561;1,152824E-02;50,95236;183,4125;0;0
28/02/2023 03.54.36;45000;R1.1;19,86;19,75;19,2197;19,40561;5,764119E-03;50,94659;183,4035;0;0
28/02/2023 03.55.06;45000;R1.1;19,87;19,74;19,2197;19,5051;1,152824E-02;50,95236;183,4125;0;0
28/02/2023 03.55.36;45000;R1.1;19,86;19,74;19,2197;19,5051;1,152824E-02;50,94659;183,4035;0;0
28/02/2023 03.56.06;45000;R1.1;19,86;19,74;19,2197;19,5051;5,764119E-03;50,94659;183,4035;0;0
28/02/2023 03.56.37;45000;R1.1;19,87;19,74;19,2197;19,5051;1,152824E-02;50,94659;183,3945;0;0
28/02/2023 03.57.07;45000;R1.1;19,87;19,74;19,2197;19,5051;1,152824E-02;50,94659;183,4035;0;0
28/02/2023 03.57.37;45000;R1.1;19,87;19,74;19,2197;19,5051;5,764119E-03;50,94659;183,3945;0;0
28/02/2023 03.58.07;45000;R1.1;19,88;19,73;19,2197;19,5051;5,764119E-03;50,94659;183,3945;0;0
28/02/2023 03.58.37;45000;R1.1;19,88;19,72;19,2197;19,5051;5,764119E-03;50,95236;183,3765;0;0
28/02/2023 03.59.07;45000;R1.1;19,88;19,73;19,2197;19,5051;5,764119E-03;50,94659;183,3765;0;0
28/02/2023 03.59.38;45000;R1.1;19,88;19,72;19,2197;19,5051;5,764119E-03;50,95236;183,3765;0;0
28/02/2023 04.00.08;45000;R1.1;19,87;19,72;19,2197;19,5051;5,764119E-03;50,94659;183,3765;0;0
28/02/2023 04.00.38;45000;R1.1;19,87;19,71;19,2197;19,5051;1,152824E-02;50,95813;183,3765;0;0
28/02/2023 04.01.08;45000;R1.1;19,87;19,7;19,2197;19,5051;1,152824E-02;50,95236;183,3765;0;0
28/02/2023 04.01.38;45000;R1.1;19,88;19,69;19,2197;19,5051;5,764119E-03;50,94659;183,3675;0;0
28/02/2023 04.02.08;45000;R1.1;19,88;19,68;19,2197;19,5051;5,764119E-03;50,94659;183,3675;0;0
28/02/2023 04.02.38;45000;R1.1;19,86;19,67;19,2197;19,5051;1,152824E-02;50,95236;183,3675;0;0
28/02/2023 04.03.11;45000;R1.1;19,84;19,65;19,2197;19,5051;5,764119E-03;50,95236;183,3765;0;0
28/02/2023 04.03.41;45000;R1.1;19,84;19,63;19,2197;19,5051;1,152824E-02;50,95236;183,3675;0;0
28/02/2023 04.04.11;45000;R1.1;19,83;19,6;19,2197;19,5051;5,764119E-03;50,95236;183,3585;0;0
28/02/2023 04.04.41;45000;R1.1;19,82;19,58;19,2197;19,5051;5,764119E-03;50,95236;183,3585;0;0
28/02/2023 04.05.11;45000;R1.1;19,81;19,56;19,2197;19,5051;5,764119E-03;50,95236;183,3585;0;0
28/02/2023 04.05.41;45000;R1.1;19,79;19,54;19,2197;19,5051;5,764119E-03;50,95236;183,3405;0;0
28/02/2023 04.06.12;45000;R1.1;19,78;19,52;19,2197;19,5051;5,764119E-03;50,95813;183,3405;0;0
28/02/2023 04.06.42;45000;R1.1;19,76;19,51;19,2197;19,5051;5,764119E-03;50,94659;183,3495;0;0
28/02/2023 04.07.12;45000;R1.1;19,74;19,49;19,31818;19,5051;5,764119E-03;50,95813;183,3495;0;0
28/02/2023 04.07.42;45000;R1.1;19,73;19,48;19,2197;19,5051;5,764119E-03;50,94659;183,3495;0;0
28/02/2023 04.08.12;45000;R1.1;19,72;19,46;19,2197;19,5051;5,764119E-03;50,95236;183,3495;0;0
28/02/2023 04.08.42;45000;R1.1;19,7;19,45;19,2197;19,5051;1,152824E-02;50,95236;183,3405;0;0
28/02/2023 04.09.12;45000;R1.1;19,69;19,44;19,2197;19,5051;5,764119E-03;50,95813;183,3405;0;0
28/02/2023 04.09.42;45000;R1.1;19,68;19,43;19,2197;19,5051;5,764119E-03;50,95236;183,3495;0;0
28/02/2023 04.10.12;45000;R1.1;19,67;19,42;19,2197;19,5051;5,764119E-03;50,95813;183,3405;0;0
28/02/2023 04.10.44;45000;R1.1;19,66;19,41;19,2197;19,5051;5,764119E-03;50,95813;183,3495;0;0
28/02/2023 04.11.13;47000;R1.1;19,66;19,4;19,2197;17,11735;5,764119E-03;39,32639;182,9803;0;0
28/02/2023 04.11.43;47000;R1.1;19,59;19,35;19,12121;14,6301;-5,764119E-03;33,66629;182,9803;0;0
28/02/2023 04.12.13;47000;R1.1;19,47;19,28;19,02273;13,13775;-5,764119E-03;29,00436;182,9803;0;0
28/02/2023 04.12.43;47000;R1.1;19,36;19,21;18,92424;12,34184;-1,152824E-02;25,00018;182,9803;0;0
28/02/2023 04.13.13;47000;R1.1;19,32;19,15;18,72727;11,84439;-1,152824E-02;21,63066;183,0073;0;0
28/02/2023 04.13.43;47000;R1.1;19,32;19,11;18,62879;11,54592;-1,152824E-02;18,6708;183,0073;0;0
28/02/2023 04.14.13;47000;R1.1;19,33;19,05;18,5303;11,34694;-1,152824E-02;16,12636;183,0073;0;0
28/02/2023 04.14.49;47000;R1.1;19,35;19,02;18,43182;11,34694;-1,152824E-02;13,93386;183,0343;0;0
28/02/2023 04.15.14;47000;R1.1;19,37;19,04;18,33333;11,44643;-1,152824E-02;12,08179;183,0343;0;0
28/02/2023 04.15.44;47000;R1.1;19,39;19,04;18,23485;11,54592;-5,764119E-03;10,46049;183,0523;0;0
28/02/2023 04.16.14;47000;R1.1;19,4;19,01;18,13636;11,7449;-1,152824E-02;9,069994;183,0703;0;0
28/02/2023 04.16.44;47000;R1.1;19,39;18,97;18,03788;11,94388;-1,152824E-02;7,892972;183,0793;0;0
28/02/2023 04.17.14;47000;R1.1;19,38;18,95;17,93939;12,14286;-1,152824E-02;6,883271;183,0883;0;0
28/02/2023 04.17.44;47000;R1.1;19,37;18,95;17,93939;12,34184;-5,764119E-03;6,029353;183,0974;0;0
28/02/2023 04.18.14;47000;R1.1;19,35;18,95;17,84091;12,54082;-1,152824E-02;5,29083;183,1064;0;0
28/02/2023 04.18.44;47000;R1.1;19,34;18,96;17,84091;12,7398;-1,152824E-02;4,6677;183,1334;0;0
28/02/2023 04.19.22;47000;R1.1;19,33;18,98;17,84091;13,03827;-5,764119E-03;4,136887;183,1334;0;0
28/02/2023 04.19.45;47000;R1.1;19,31;18,99;17,74242;13,23724;-1,152824E-02;3,692618;183,1334;0;0
28/02/2023 04.20.15;47000;R1.1;19,3;19;17,74242;13,43622;-1,152824E-02;3,334896;183,1244;0;0
28/02/2023 04.20.45;47000;R1.1;19,29;19;17,74242;13,73469;-5,764119E-03;3,017561;183,1334;0;0
28/02/2023 04.21.15;47000;R1.1;19,28;19,01;17,74242;14,03316;-5,764119E-03;2,752155;183,1334;0;0
28/02/2023 04.21.45;47000;R1.1;19,28;19,03;17,74242;14,23214;-1,152824E-02;2,550215;183,1424;0;0
28/02/2023 04.22.15;47000;R1.1;19,28;19,04;17,74242;14,43112;-5,764119E-03;2,388663;183,1514;0;0
28/02/2023 04.22.53;47000;R1.1;19,28;19,04;17,74242;14,6301;-1,152824E-02;2,24442;183,1604;0;0
28/02/2023 04.23.16;47000;R1.1;19,28;19,06;17,74242;14,82908;-1,152824E-02;2,134795;183,1604;0;0
28/02/2023 04.23.46;47000;R1.1;19,29;19,06;17,74242;14,92857;-5,764119E-03;2,03094;183,1694;0;0
28/02/2023 04.24.16;47000;R1.1;19,3;19,09;17,74242;15,12755;-5,764119E-03;1,950164;183,1874;0;0
28/02/2023 04.24.46;47000;R1.1;19,31;19,12;17,64394;15,22704;-5,764119E-03;1,880927;183,1964;0;0
28/02/2023 04.25.16;47000;R1.1;19,32;19,15;17,64394;15,32653;-1,152824E-02;1,817461;183,1874;0;0
28/02/2023 04.25.46;47000;R1.1;19,33;19,17;17,74242;15,42602;-1,152824E-02;1,753994;183,1874;0;0
28/02/2023 04.26.16;47000;R1.1;19,33;19,19;17,74242;15,52551;-1,152824E-02;1,702066;183,1874;0;0
28/02/2023 04.26.54;47000;R1.1;19,34;19,22;17,74242;15,625;-1,152824E-02;1,661678;183,1964;0;0
28/02/2023 04.27.17;47000;R1.1;19,35;19,25;17,74242;15,72449;-1,152824E-02;1,603981;183,2144;0;0
28/02/2023 04.27.47;47000;R1.1;19,36;19,25;17,74242;15,82398;-1,152824E-02;1,563593;183,2234;0;0
28/02/2023 04.28.17;47000;R1.1;19,37;19,28;17,74242;15,92347;-5,764119E-03;1,517435;183,2234;0;0
28/02/2023 04.28.47;47000;R1.1;19,39;19,32;17,74242;15,92347;-1,152824E-02;1,465508;183,2234;0;0
28/02/2023 04.29.21;47000;R1.1;19,4;19,34;17,74242;16,02296;-1,152824E-02;1,42512;183,2414;0;0
28/02/2023 04.29.51;47000;R1.1;19,41;19,34;17,74242;16,02296;-5,764119E-03;1,378962;183,2414;0;0
28/02/2023 04.30.21;47000;R1.1;19,43;19,35;17,74242;16,02296;-1,152824E-02;1,350114;183,2594;0;0
28/02/2023 04.30.51;47000;R1.1;19,44;19,34;17,74242;16,12245;-1,729236E-02;1,303956;183,2594;0;0
28/02/2023 04.31.21;47000;R1.1;19,45;19,34;17,74242;16,12245;-5,764119E-03;1,275107;183,2594;0;0
28/02/2023 04.31.51;47000;R1.1;19,45;19,33;17,84091;16,22194;-1,152824E-02;1,234719;183,2775;0;0
28/02/2023 04.32.21;47000;R1.1;19,44;19,32;17,84091;16,22194;-1,152824E-02;1,21164;183,2684;0;0
28/02/2023 04.32.53;47000;R1.1;19,46;19,32;17,84091;16,32143;-1,152824E-02;1,159713;183,2775;0;0
28/02/2023 04.33.23;47000;R1.1;19,46;19,32;17,84091;16,32143;-1,152824E-02;1,136634;183,2775;0;0
28/02/2023 04.33.53;47000;R1.1;19,47;19,31;17,84091;16,32143;-1,152824E-02;1,107785;183,2775;0;0
28/02/2023 04.34.23;47000;R1.1;19,47;19,31;17,84091;16,42092;-1,152824E-02;1,078937;183,2775;0;0
28/02/2023 04.34.53;47000;R1.1;19,48;19,31;17,84091;16,42092;-1,152824E-02;1,055858;183,2775;0;0
28/02/2023 04.35.23;47000;R1.1;19,47;19,31;17,84091;16,52041;-1,152824E-02;1,0097;183,2775;0;0
28/02/2023 04.35.53;0;R1.1;19,47;19,31;17,84091;16,52041;-1,152824E-02;0,9923912;183,2775;0;0
28/02/2023 04.36.30;0;R1.1;19,48;19,32;17,84091;16,52041;-5,764119E-03;0,9693123;183,2775;0;0
28/02/2023 04.36.54;0;R1.1;19,48;19,32;17,84091;16,52041;-1,152824E-02;0,934694;183,2775;0;0
28/02/2023 04.37.24;0;R1.1;19,49;19,33;17,84091;16,6199;-1,152824E-02;0,9173849;183,3045;0;0
28/02/2023 04.37.54;0;R1.1;19,49;19,34;17,84091;16,6199;-1,152824E-02;0,8827665;183,2865;0;0
28/02/2023 04.38.24;0;R1.1;19,5;19,34;17,93939;16,6199;-1,152824E-02;0,8596877;183,2775;0;0
28/02/2023 04.38.54;0;R1.1;19,5;19,35;17,93939;16,71939;-1,152824E-02;0,8481483;183,3045;0;0
28/02/2023 04.39.24;0;R1.1;19,51;19,35;17,93939;16,71939;-1,152824E-02;0,81353;183,3045;0;0
28/02/2023 04.39.54;0;R1.1;19,52;19,36;17,93939;16,71939;-1,152824E-02;0,8077602;183,3135;0;0
28/02/2023 04.40.24;0;R1.1;19,53;19,36;17,93939;16,71939;-1,152824E-02;0,7673723;183,3225;0;0
28/02/2023 04.40.55;0;R1.1;19,54;19,37;17,93939;16,81888;-1,152824E-02;0,7616025;183,3315;0;0
28/02/2023 04.41.25;0;R1.1;19,54;19,36;17,93939;16,81888;-1,152824E-02;0,7385237;183,3405;0;0
28/02/2023 04.41.55;0;R1.1;19,55;19,38;17,93939;16,81888;-5,764119E-03;0,7269842;183,3405;0;0
28/02/2023 04.42.25;0;R1.1;19,56;19,4;17,93939;16,81888;-1,152824E-02;0,7039053;183,3495;0;0
28/02/2023 04.42.55;0;R1.1;19,56;19,41;17,93939;16,81888;-5,764119E-03;0,6808265;183,3405;0;0
28/02/2023 04.43.25;0;R1.1;19,57;19,41;17,93939;16,91837;-1,152824E-02;0,6692871;183,3495;0;0
28/02/2023 04.43.55;0;R1.1;19,57;19,41;18,03788;16,91837;-5,764119E-03;0,6462082;183,3495;0;0
28/02/2023 04.44.25;0;R1.1;19,56;19,42;18,03788;16,91837;-1,152824E-02;0,6346688;183,3405;0;0
28/02/2023 04.44.55;0;R1.1;19,57;19,42;18,03788;16,91837;-1,152824E-02;0,6231294;183,3495;0;0
28/02/2023 04.45.26;0;R1.1;19,58;19,43;18,03788;16,91837;-1,152824E-02;0,6000504;183,3495;0;0
28/02/2023 04.45.56;0;R1.1;19,6;19,45;18,03788;17,01786;-1,729236E-02;0,588511;183,3675;0;0
28/02/2023 04.46.26;0;R1.1;19,62;19,48;18,03788;17,01786;-1,152824E-02;0,5769716;183,3675;0;0
28/02/2023 04.46.56;0;R1.1;19,64;19,5;18,03788;17,01786;-5,764119E-03;0,5596625;183,3765;0;0
28/02/2023 04.47.26;0;R1.1;19,67;19,53;18,03788;17,01786;-1,152824E-02;0,5596625;183,3765;0;0
28/02/2023 04.48.00;0;R1.1;19,7;19,55;18,03788;17,01786;-1,152824E-02;0,5308139;183,3855;0;0
28/02/2023 04.48.30;0;R1.1;19,73;19,57;18,03788;17,11735;-1,152824E-02;0,5250441;183,3765;0;0
28/02/2023 04.49.00;0;R1.1;19,74;19,58;18,03788;17,11735;-1,152824E-02;0,5135047;183,3855;0;0
28/02/2023 04.49.30;0;R1.1;19,76;19,61;18,03788;17,11735;-1,152824E-02;0,5019653;183,4035;0;0
28/02/2023 04.50.00;0;R1.1;19,77;19,63;18,13636;17,11735;-1,152824E-02;0,4904259;183,3945;0;0
28/02/2023 04.50.30;0;R1.1;19,77;19,66;18,13636;17,21684;-1,152824E-02;0,4904259;183,4035;0;0
28/02/2023 04.51.00;0;R1.1;19,77;19,67;18,13636;17,21684;-5,764119E-03;0,4731167;183,4035;0;0
28/02/2023 04.51.32;0;R1.1;19,77;19,67;18,13636;17,21684;-1,152824E-02;0,4558076;183,4035;0;0
28/02/2023 04.52.02;0;R1.1;19,77;19,67;18,13636;17,21684;-1,729236E-02;0,4500379;183,4035;0;0
28/02/2023 04.52.32;0;R1.1;19,77;19,67;18,13636;17,21684;-1,152824E-02;0,4327287;183,4125;0;0
28/02/2023 04.53.02;0;R1.1;19,77;19,67;18,13636;17,31633;-1,152824E-02;0,4327287;183,4035;0;0
28/02/2023 04.53.32;0;R1.1;19,77;19,67;18,13636;17,31633;-1,152824E-02;0,426959;183,3945;0;0
28/02/2023 04.54.02;0;R1.1;19,77;19,67;18,13636;17,31633;-1,152824E-02;0,4154195;183,4125;0;0
28/02/2023 04.54.32;0;R1.1;19,77;19,67;18,13636;17,31633;-1,152824E-02;0,4038801;183,4035;0;0
28/02/2023 04.55.02;0;R1.1;19,77;19,67;18,13636;17,31633;-5,764119E-03;0,3923407;183,3855;0;0
28/02/2023 04.55.36;0;R1.1;19,77;19,68;18,13636;17,31633;-5,764119E-03;0,3981104;183,3945;0;0
28/02/2023 04.56.08;0;R1.1;19,78;19,69;18,13636;17,41582;-1,152824E-02;0,386571;183,4035;0;0
28/02/2023 04.56.38;0;R1.1;19,78;19,69;18,23485;17,41582;-1,152824E-02;0,3750316;183,3855;0;0
28/02/2023 04.57.08;0;R1.1;19,79;19,7;18,23485;17,41582;-1,152824E-02;0,3634921;183,3765;0;0
28/02/2023 04.57.38;0;R1.1;19,79;19,71;18,23485;17,41582;-5,764119E-03;0,3634921;183,3945;0;0
28/02/2023 04.58.08;0;R1.1;19,79;19,71;18,23485;17,41582;-5,764119E-03;0,3577224;183,3765;0;0
28/02/2023 04.58.38;0;R1.1;19,78;19,71;18,23485;17,51531;-1,152824E-02;0,3577224;183,3765;0;0
28/02/2023 04.59.10;0;R1.1;19,78;19,71;18,23485;17,51531;-1,152824E-02;0,346183;183,3765;0;0
28/02/2023 04.59.39;0;R1.1;19,78;19,7;18,23485;17,51531;-1,152824E-02;0,3404132;183,3855;0;0
28/02/2023 05.00.09;0;R1.1;19,78;19,69;18,23485;17,51531;-5,764119E-03;0,3288738;183,3765;0;0
28/02/2023 05.00.39;0;R1.1;19,77;19,66;18,23485;17,51531;-1,152824E-02;0,3231041;183,3765;0;0
28/02/2023 05.01.09;0;R1.1;19,76;19,64;18,23485;17,51531;-5,764119E-03;0,3173344;183,3765;0;0
28/02/2023 05.01.39;0;R1.1;19,73;19,61;18,23485;17,51531;-5,764119E-03;0,3231041;183,3765;0;0
28/02/2023 05.02.09;0;R1.1;19,7;19,59;18,23485;17,51531;-1,152824E-02;0,3288738;183,3765;0;0
28/02/2023 05.02.39;0;R1.1;19,68;19,55;18,33333;17,51531;-1,152824E-02;0,3173344;183,3765;0;0
28/02/2023 05.03.09;0;R1.1;19,66;19,5;18,33333;17,51531;0;0,3115647;183,3675;0;0
28/02/2023 05.03.39;0;R1.1;19,6;19,45;18,33333;17,6148;-5,764119E-03;0,305795;183,3585;0;0
28/02/2023 05.04.10;0;R1.1;19,57;19,39;18,33333;17,6148;-5,764119E-03;0,2942555;183,3495;0;0
28/02/2023 05.04.40;0;R1.1;19,57;19,34;18,33333;17,6148;-5,764119E-03;0,2942555;183,3495;0;0
28/02/2023 05.05.10;0;R1.1;19,57;19,29;18,33333;17,6148;0;0,2884858;183,3495;0;0
28/02/2023 05.05.41;0;R1.1;19,55;19,22;18,33333;17,6148;0;0,2769464;183,3495;0;0
28/02/2023 05.06.11;0;R1.1;19,52;19,16;18,33333;17,6148;-1,152824E-02;0,2827161;183,3135;0;0
28/02/2023 05.06.41;0;R1.1;19,48;19,11;18,33333;17,6148;-1,152824E-02;0,2827161;183,3045;0;0
28/02/2023 05.07.11;0;R1.1;19,43;19,06;18,33333;17,6148;0;0,2769464;183,2775;0;0
28/02/2023 05.07.41;0;R1.1;19,41;19,02;18,33333;17,6148;-5,764119E-03;0,2769464;183,2775;0;0
28/02/2023 05.08.11;0;R1.1;19,35;18,96;18,33333;17,6148;0;0,2769464;183,2775;0;0
28/02/2023 05.08.43;0;R1.1;19,31;18,93;18,33333;17,6148;0;0,2769464;183,2775;0;0
28/02/2023 05.09.12;0;R1.1;19,28;18,89;18,33333;17,6148;-5,764119E-03;0,2769464;183,2504;0;0
28/02/2023 05.09.42;0;R1.1;19,26;18,85;18,33333;17,6148;-5,764119E-03;0,2596372;183,2324;0;0
28/02/2023 05.10.15;0;R1.1;19,23;18,82;18,33333;17,6148;0;0,2654069;183,2144;0;0
28/02/2023 05.10.45;0;R1.1;19,21;18,79;18,33333;17,6148;-5,764119E-03;0,2654069;183,2144;0;0
28/02/2023 05.11.15;0;R1.1;19,17;18,75;18,33333;17,6148;-5,764119E-03;0,2596372;183,2144;0;0
28/02/2023 05.11.45;0;R1.1;19,15;18,72;18,33333;17,6148;-5,764119E-03;0,2596372;183,2144;0;0
28/02/2023 05.12.15;0;R1.1;19,13;18,68;18,33333;17,6148;0;0,2480978;183,1964;0;0
28/02/2023 05.12.45;0;R1.1;19,11;18,65;18,33333;17,71428;-5,764119E-03;0,2423281;183,1874;0;0
28/02/2023 05.13.15;0;R1.1;19,1;18,63;18,33333;17,71428;0;0,2423281;183,1874;0;0
28/02/2023 05.13.46;0;R1.1;19,08;18,6;18,33333;17,71428;0;0,2365584;183,1874;0;0
28/02/2023 05.14.16;0;R1.1;19,06;18,59;18,33333;17,71428;-5,764119E-03;0,2365584;183,1874;0;0
28/02/2023 05.14.46;0;R1.1;19,04;18,58;18,33333;17,71428;-5,764119E-03;0,2307886;183,1784;0;0
28/02/2023 05.15.16;0;R1.1;19,02;18,56;18,33333;17,71428;-5,764119E-03;0,2250189;183,1694;0;0
28/02/2023 05.15.46;0;R1.1;19;18,55;18,43182;17,71428;-5,764119E-03;0,2250189;183,1694;0;0
28/02/2023 05.16.16;0;R1.1;18,99;18,53;18,33333;17,71428;0;0,2250189;183,1784;0;0
28/02/2023 05.16.46;0;R1.1;18,98;18,52;18,33333;17,71428;0;0,2192492;183,1604;0;0
28/02/2023 05.17.16;0;R1.1;18,96;18,51;18,43182;17,71428;-5,764119E-03;0,2250189;183,1694;0;0
28/02/2023 05.17.46;0;R1.1;18,96;18,49;18,43182;17,71428;-5,764119E-03;0,2250189;183,1694;0;0
28/02/2023 05.18.18;0;R1.1;18,94;18,48;18,43182;17,71428;0;0,2192492;183,1604;0;0
28/02/2023 05.18.51;0;R1.1;18,92;18,46;18,43182;17,71428;-5,764119E-03;0,2192492;183,1514;0;0
28/02/2023 05.19.21;0;R1.1;18,9;18,45;18,43182;17,71428;0;0,2250189;183,1514;0;0
28/02/2023 05.19.51;0;R1.1;18,89;18,44;18,43182;17,71428;-5,764119E-03;0,2250189;183,1604;0;0
28/02/2023 05.20.21;0;R1.1;18,87;18,43;18,43182;17,71428;0;0,2307886;183,1514;0;0
28/02/2023 05.20.51;0;R1.1;18,85;18,41;18,43182;17,71428;0;0,2192492;183,1514;0;0
28/02/2023 05.21.21;0;R1.1;18,84;18,4;18,43182;17,71428;0;0,2134795;183,1334;0;0
28/02/2023 05.21.52;0;R1.1;18,83;18,39;18,43182;17,71428;-5,764119E-03;0,2192492;183,1334;0;0
28/02/2023 05.22.22;0;R1.1;18,82;18,38;18,43182;17,71428;0;0,2192492;183,1424;0;0
28/02/2023 05.22.55;0;R1.1;18,8;18,36;18,43182;17,71428;-5,764119E-03;0,2134795;183,1604;0;0
28/02/2023 05.23.25;0;R1.1;18,78;18,35;18,43182;17,71428;0;0,2134795;183,1604;0;0
28/02/2023 05.23.55;0;R1.1;18,78;18,35;18,43182;17,71428;-5,764119E-03;0,2077098;183,1604;0;0
28/02/2023 05.24.25;53000;R1.1;18,77;18,34;18,43182;16,02296;18,26073;9,55465;124,6785;20;0
28/02/2023 05.24.55;53000;R1.1;18,77;18,34;18,5303;12,44133;18,22614;9,773899;126,5603;20;0
28/02/2023 05.25.25;53000;R1.1;18,77;18,34;18,62879;10,35204;18,56623;11,4875;128,7316;20;0
28/02/2023 05.25.55;53000;R1.1;18,77;18,34;18,82576;8,461735;19,07924;13,70308;131,3643;20;0
28/02/2023 05.26.29;53000;R1.1;18,76;18,33;19,02273;6,969388;19,20605;15,74555;134,9289;20;0
28/02/2023 05.26.56;53500;R1.1;18,74;18,32;19,12121;6,073979;19,51154;17,51686;137,1906;20;0
28/02/2023 05.27.26;54000;R1.1;18,7;18,32;19,31818;5,67602;19,60377;18,90159;138,3849;20;0
28/02/2023 05.27.56;54000;R1.1;18,65;18,31;19,41667;5,67602;19,87468;19,72666;138,8101;20;0
28/02/2023 05.28.26;54500;R1.1;18,64;18,3;19,41667;6,272959;-1,729236E-02;19,76705;139,6967;0;0
28/02/2023 05.28.56;54500;R1.1;18,61;18,31;19,51515;7,068877;-1,152824E-02;19,72089;140,1852;0;0
28/02/2023 05.29.26;55000;R1.1;18,59;18,31;19,51515;7,765306;-1,152824E-02;19,72089;140,2938;0;0
28/02/2023 05.29.56;55000;R1.1;18,58;18,3;19,51515;8,461735;-1,152824E-02;19,71512;140,6738;0;0
28/02/2023 05.30.30;56000;R1.1;18,6;18,29;19,51515;8,959184;19,66141;19,72666;140,8366;20;0
28/02/2023 05.30.57;56000;R1.1;18,61;18,29;19,41667;9,357142;19,71905;19,72089;141,1442;20;0
28/02/2023 05.31.27;56000;R1.1;18,61;18,28;19,41667;9,854591;19,76517;19,72666;141,2618;20;0
28/02/2023 05.31.57;56000;R1.1;18,59;18,28;19,41667;10,25255;19,79399;19,72089;141,6147;20;0
28/02/2023 05.32.27;56000;R1.1;18,57;18,27;19,41667;10,55102;19,83434;19,72666;141,7685;20;0
28/02/2023 05.32.57;56000;R1.1;18,55;18,27;19,41667;10,84949;19,85739;19,72666;142,1032;20;0
28/02/2023 05.33.30;56000;R1.1;18,52;18,26;19,41667;11,14796;19,88621;19,7382;142,2842;20;0
28/02/2023 05.34.00;56000;R1.1;18,52;18,25;19,41667;11,44643;19,9208;19,74397;142,5918;20;0
