C:\Nolek\Logs\2022-0772_C1_230227.csv;120 Bar;60 Liter;Room GR1.1
Log Time;StepNo;CircuitName;TMP1;TMP2;B31;B32;B21;B22;P101;RegulatorSP;RegulatorFB
27/02/2023 19.48.42;44000;R1.1;20,11;19,96;19,81061;20,00255;53,35845;53,66413;145,1612;54;0
27/02/2023 19.49.12;44000;R1.1;20,1;19,96;19,81061;20,00255;53,36422;53,67567;145,0526;54;0
27/02/2023 19.49.43;44000;R1.1;20,1;19,96;19,81061;20,00255;53,36422;53,67567;144,9169;54;0
27/02/2023 19.50.13;44000;R1.1;20,1;19,95;19,81061;20,00255;53,36998;53,6699;144,7902;54;0
27/02/2023 19.50.43;44000;R1.1;20,11;19,95;19,81061;20,00255;53,36998;53,68144;144,6998;54;0
27/02/2023 19.51.13;44000;R1.1;20,12;19,95;19,81061;20,00255;53,36998;53,6699;144,5731;54;0
27/02/2023 19.51.43;44000;R1.1;20,13;19,94;19,81061;20,00255;53,36998;53,67567;144,4645;54;0
27/02/2023 19.52.14;44000;R1.1;20,13;19,94;19,81061;20,00255;53,36998;53,67567;144,356;54;0
27/02/2023 19.52.44;44000;R1.1;20,13;19,95;19,81061;20,00255;53,36998;53,68144;144,2655;54;0
27/02/2023 19.53.14;44000;R1.1;20,12;19,95;19,81061;20,00255;53,36998;53,68721;144,2022;54;0
27/02/2023 19.53.44;44000;R1.1;20,13;19,95;19,81061;20,00255;53,36998;53,69298;144,1117;54;0
27/02/2023 19.54.14;44000;R1.1;20,15;19,95;19,90909;20,00255;53,36998;53,68721;144,0303;54;0
27/02/2023 19.54.44;44000;R1.1;20,14;19,96;19,90909;20,00255;53,36998;53,69298;143,9308;54;0
27/02/2023 19.55.14;44000;R1.1;20,15;19,96;19,81061;20,00255;53,36998;53,69298;143,8403;54;0
27/02/2023 19.55.44;44000;R1.1;20,16;19,97;19,81061;20,00255;53,36998;53,69298;143,7498;54;0
27/02/2023 19.56.15;44000;R1.1;20,18;19,97;19,81061;20,00255;53,37574;53,69298;143,6774;54;0
27/02/2023 19.56.45;44000;R1.1;20,17;19,98;19,90909;20,00255;53,37574;53,70452;143,596;54;0
27/02/2023 19.57.15;44000;R1.1;20,15;19,99;19,90909;20,00255;53,37574;53,70452;143,5327;54;0
27/02/2023 19.57.45;44000;R1.1;20,14;19,99;19,90909;20,00255;53,37574;53,69298;143,4422;54;0
27/02/2023 19.58.15;44000;R1.1;20,14;19,99;19,81061;20,00255;53,37574;53,71029;143,3789;54;0
27/02/2023 19.58.45;44000;R1.1;20,15;19,99;19,90909;20,00255;53,37574;53,71029;143,2975;54;0
27/02/2023 19.59.15;44000;R1.1;20,16;19,99;19,90909;20,00255;53,38151;53,70452;143,2522;54;0
27/02/2023 19.59.46;44000;R1.1;20,17;19,99;19,90909;20,00255;53,37574;53,69875;143,1708;54;0
27/02/2023 20.00.16;44000;R1.1;20,18;19,99;19,90909;20,00255;53,37574;53,69875;143,1165;54;0
27/02/2023 20.00.46;44000;R1.1;20,19;20;19,90909;20,00255;53,37574;53,69298;143,0622;54;0
27/02/2023 20.01.16;44000;R1.1;20,2;20,02;19,90909;20,00255;53,37574;53,68721;142,9808;54;0
27/02/2023 20.01.46;44000;R1.1;20,21;20,03;19,90909;20,00255;53,37574;53,69875;142,9175;54;0
27/02/2023 20.02.16;44000;R1.1;20,22;20,04;19,90909;20,00255;53,37574;53,70452;142,836;54;0
27/02/2023 20.02.46;44000;R1.1;20,23;20,06;19,90909;20,00255;53,38151;53,69875;142,7637;54;0
27/02/2023 20.03.16;44000;R1.1;20,23;20,06;19,90909;20,00255;53,37574;53,69875;142,6823;54;0
27/02/2023 20.03.51;44000;R1.1;20,24;20,07;19,90909;20,00255;53,36998;53,69298;142,6461;54;0
27/02/2023 20.04.17;44000;R1.1;20,24;20,08;19,90909;20,00255;53,36998;53,70452;142,5556;54;0
27/02/2023 20.04.47;44000;R1.1;20,25;20,09;19,90909;20,00255;53,37574;53,69298;142,4922;54;0
27/02/2023 20.05.17;44000;R1.1;20,26;20,09;19,90909;20,00255;53,36998;53,69875;142,438;54;0
27/02/2023 20.05.47;44000;R1.1;20,26;20,09;19,90909;20,00255;53,36998;53,68721;142,3746;54;0
27/02/2023 20.06.17;44000;R1.1;20,27;20,09;19,90909;20,00255;53,37574;53,68721;142,2751;54;0
27/02/2023 20.06.47;44000;R1.1;20,27;20,09;19,90909;20,10204;53,36998;53,68144;142,2027;54;0
27/02/2023 20.07.17;44000;R1.1;20,27;20,1;19,90909;20,00255;53,36998;53,69298;142,1575;54;0
27/02/2023 20.07.48;44000;R1.1;20,28;20,1;19,90909;20,00255;53,36422;53,68144;142,0942;54;0
27/02/2023 20.08.18;44000;R1.1;20,28;20,09;19,90909;20,00255;53,36998;53,68144;142,0218;54;0
27/02/2023 20.08.48;44000;R1.1;20,28;20,09;19,90909;20,00255;53,36998;53,68721;141,9494;54;0
27/02/2023 20.09.18;44000;R1.1;20,29;20,08;19,90909;20,00255;53,36998;53,68721;141,868;54;0
27/02/2023 20.09.48;44000;R1.1;20,29;20,08;19,90909;20,00255;53,36998;53,6699;141,7685;54;0
27/02/2023 20.10.18;44000;R1.1;20,29;20,08;19,90909;20,00255;53,36998;53,69298;141,7052;54;0
27/02/2023 20.10.54;44000;R1.1;20,29;20,09;19,90909;20,00255;53,36998;53,68721;141,6328;54;0
27/02/2023 20.11.19;44000;R1.1;20,29;20,1;19,90909;20,00255;53,36998;53,69298;141,5694;54;0
27/02/2023 20.11.49;44000;R1.1;20,29;20,09;19,90909;20,00255;53,36998;53,68144;141,5242;54;0
27/02/2023 20.12.19;44000;R1.1;20,29;20,09;19,90909;20,00255;53,37574;53,68144;141,4609;54;0
27/02/2023 20.12.49;44000;R1.1;20,29;20,09;19,90909;20,00255;53,37574;53,68721;141,3976;54;0
27/02/2023 20.13.24;44000;R1.1;20,29;20,09;19,90909;20,00255;53,37574;53,68144;141,3071;54;0
27/02/2023 20.13.54;44000;R1.1;20,28;20,09;19,90909;20,00255;53,36998;53,68721;141,3071;54;0
27/02/2023 20.14.24;44000;R1.1;20,28;20,08;19,90909;20,00255;53,36998;53,67567;141,2438;54;0
27/02/2023 20.14.54;44000;R1.1;20,28;20,08;19,90909;20,10204;53,36998;53,68144;141,1804;54;0
27/02/2023 20.15.24;44000;R1.1;20,28;20,07;19,90909;20,00255;53,37574;53,68144;141,099;54;0
27/02/2023 20.15.54;44000;R1.1;20,28;20,07;19,90909;20,00255;53,36998;53,68144;141,0447;54;0
27/02/2023 20.16.24;44000;R1.1;20,28;20,06;19,90909;20,00255;53,36998;53,67567;140,9995;54;0
27/02/2023 20.16.55;44000;R1.1;20,28;20,06;19,90909;20,00255;53,37574;53,67567;140,9181;54;0
27/02/2023 20.17.25;44000;R1.1;20,28;20,06;19,90909;20,00255;53,36998;53,68144;140,8547;54;0
27/02/2023 20.17.55;44000;R1.1;20,27;20,05;19,90909;20,10204;53,36998;53,68721;140,8095;54;0
27/02/2023 20.18.25;44000;R1.1;20,26;20,04;19,90909;20,00255;53,36998;53,68144;140,7643;54;0
27/02/2023 20.18.55;44000;R1.1;20,24;20,04;19,90909;20,00255;53,36998;53,67567;140,6828;54;0
27/02/2023 20.19.25;44000;R1.1;20,25;20,04;19,90909;20,10204;53,36998;53,68144;140,6376;54;0
27/02/2023 20.19.55;44000;R1.1;20,25;20,05;19,90909;20,00255;53,36998;53,68721;140,5743;54;0
27/02/2023 20.20.26;44000;R1.1;20,26;20,05;19,90909;20,00255;53,36998;53,67567;140,52;54;0
27/02/2023 20.20.56;44000;R1.1;20,26;20,05;19,90909;20,00255;53,36998;53,68721;140,4657;54;0
27/02/2023 20.21.26;44000;R1.1;20,26;20,05;19,90909;20,10204;53,36422;53,68721;140,4114;54;0
27/02/2023 20.21.56;44000;R1.1;20,26;20,05;19,90909;20,00255;53,36998;53,68144;140,3481;54;0
27/02/2023 20.22.26;44000;R1.1;20,25;20,06;19,90909;20,10204;53,36998;53,69298;140,2757;54;0
27/02/2023 20.22.56;44000;R1.1;20,25;20,06;19,90909;20,00255;53,36998;53,68721;140,2124;54;0
27/02/2023 20.23.26;44000;R1.1;20,26;20,05;19,90909;20,00255;53,36998;53,69875;140,149;54;0
27/02/2023 20.23.59;44000;R1.1;20,26;20,05;19,90909;20,00255;53,36998;53,69875;140,0586;54;0
27/02/2023 20.24.27;44000;R1.1;20,27;20,04;19,90909;20,10204;53,37574;53,69875;139,9862;54;0
27/02/2023 20.24.57;44000;R1.1;20,27;20,04;19,90909;20,10204;53,36998;53,69298;139,8686;54;0
27/02/2023 20.25.27;44000;R1.1;20,27;20,03;19,90909;20,10204;53,37574;53,69298;139,76;54;0
27/02/2023 20.25.57;44000;R1.1;20,26;20,03;19,90909;20,10204;53,37574;53,69298;139,6605;54;0
27/02/2023 20.26.27;44000;R1.1;20,27;20,04;19,90909;20,00255;53,37574;53,69875;139,5972;54;0
27/02/2023 20.26.57;44000;R1.1;20,27;20,04;19,90909;20,10204;53,37574;53,70452;139,4796;54;0
27/02/2023 20.27.27;44000;R1.1;20,27;20,04;19,90909;20,10204;53,37574;53,70452;139,3981;54;0
27/02/2023 20.28.01;44000;R1.1;20,27;20,04;19,90909;20,00255;53,38151;53,69875;139,2805;54;0
27/02/2023 20.28.28;44000;R1.1;20,26;20,04;19,90909;20,00255;53,37574;53,68721;139,2172;54;0
27/02/2023 20.28.58;44000;R1.1;20,26;20,04;19,90909;20,10204;53,38151;53,69875;139,1267;54;0
27/02/2023 20.29.28;44000;R1.1;20,24;20,04;19,90909;20,00255;53,38727;53,68721;139,0724;54;0
27/02/2023 20.29.58;44000;R1.1;20,25;20,04;19,90909;20,10204;53,37574;53,69875;139,0182;54;0
27/02/2023 20.30.28;44000;R1.1;20,25;20,05;19,90909;20,00255;53,37574;53,69298;138,9277;54;0
27/02/2023 20.30.58;44000;R1.1;20,26;20,04;19,90909;20,00255;53,38151;53,69298;138,8734;54;0
27/02/2023 20.31.29;44000;R1.1;20,26;20,04;19,90909;20,10204;53,38151;53,68721;138,8101;54;0
27/02/2023 20.31.59;44000;R1.1;20,26;20,04;19,90909;20,00255;53,36998;53,68144;138,7558;54;0
27/02/2023 20.32.29;44000;R1.1;20,27;20,04;19,90909;20,10204;53,37574;53,68144;138,7015;54;0
27/02/2023 20.32.59;44000;R1.1;20,27;20,03;19,90909;20,10204;53,36998;53,68721;138,6472;54;0
27/02/2023 20.33.29;44000;R1.1;20,27;20,03;19,90909;20,00255;53,36998;53,69298;138,5839;54;0
27/02/2023 20.33.59;44000;R1.1;20,27;20,03;19,90909;20,00255;53,37574;53,69298;138,5387;54;0
27/02/2023 20.34.29;44000;R1.1;20,27;20,02;19,90909;20,10204;53,36998;53,69298;138,5658;54;0
27/02/2023 20.35.00;44000;R1.1;20,27;20,02;19,90909;20,10204;53,36998;53,67567;138,602;54;0
27/02/2023 20.35.30;44000;R1.1;20,27;20,02;19,90909;20,10204;53,36998;53,68144;138,6291;54;0
27/02/2023 20.36.00;44000;R1.1;20,25;20,02;19,90909;20,00255;53,37574;53,69875;138,6563;54;0
27/02/2023 20.36.30;44000;R1.1;20,25;20,01;19,90909;20,10204;53,36998;53,68144;138,6834;54;0
27/02/2023 20.37.00;44000;R1.1;20,25;20,01;19,90909;20,10204;53,37574;53,69875;138,7015;54;0
27/02/2023 20.37.30;44000;R1.1;20,26;20,01;19,90909;20,00255;53,36998;53,69298;138,7106;54;0
27/02/2023 20.38.04;44000;R1.1;20,24;20,01;19,90909;20,10204;53,37574;53,68721;138,7196;54;0
27/02/2023 20.38.31;44000;R1.1;20,24;20;19,90909;20,00255;53,36998;53,68721;138,7196;54;0
27/02/2023 20.39.01;44000;R1.1;20,24;19,99;19,90909;20,00255;53,37574;53,69875;138,7196;54;0
27/02/2023 20.39.31;44000;R1.1;20,24;19,99;19,90909;20,00255;53,36998;53,68721;138,7196;54;0
27/02/2023 20.40.01;44000;R1.1;20,23;19,98;19,90909;20,00255;53,37574;53,69298;138,7196;54;0
27/02/2023 20.40.31;44000;R1.1;20,23;19,97;19,90909;20,00255;53,36998;53,68721;138,7287;54;0
27/02/2023 20.41.01;44000;R1.1;20,22;19,96;19,90909;20,00255;53,36998;53,69875;138,7558;54;0
27/02/2023 20.41.34;44000;R1.1;20,22;19,96;19,90909;20,00255;53,36998;53,68721;138,7829;54;0
27/02/2023 20.42.04;44000;R1.1;20,21;19,95;19,90909;20,00255;53,36998;53,68721;138,792;54;0
27/02/2023 20.42.34;44000;R1.1;20,21;19,95;19,90909;20,00255;53,36422;53,68721;138,8101;54;0
27/02/2023 20.43.04;44000;R1.1;20,2;19,94;19,90909;20,00255;53,36998;53,68144;138,8191;54;0
27/02/2023 20.43.34;44000;R1.1;20,2;19,93;19,90909;20,00255;53,37574;53,69875;138,8372;54;0
27/02/2023 20.44.04;44000;R1.1;20,21;19,93;19,90909;20,00255;53,36998;53,70452;138,8734;54;0
27/02/2023 20.44.34;44000;R1.1;20,19;19,92;19,90909;20,00255;53,36998;53,69298;138,8734;54;0
27/02/2023 20.45.11;44000;R1.1;20,2;19,91;19,90909;20,00255;53,36998;53,68721;138,9277;54;0
27/02/2023 20.45.35;44000;R1.1;20,2;19,91;19,90909;20,00255;53,36998;53,69298;138,9458;54;0
27/02/2023 20.46.05;44000;R1.1;20,18;19,91;19,90909;20,00255;53,36998;53,69298;139,0001;54;0
27/02/2023 20.46.35;44000;R1.1;20,17;19,91;19,90909;20,00255;53,36998;53,68721;139,0272;54;0
27/02/2023 20.47.05;44000;R1.1;20,17;19,9;19,90909;20,00255;53,37574;53,68721;139,0544;54;0
27/02/2023 20.47.35;44000;R1.1;20,17;19,9;19,90909;20,00255;53,36422;53,68144;139,0815;54;0
27/02/2023 20.48.05;44000;R1.1;20,17;19,9;19,90909;20,00255;53,36998;53,68144;139,1358;54;0
27/02/2023 20.48.35;44000;R1.1;20,17;19,9;19,90909;20,00255;53,36998;53,6699;139,181;54;0
27/02/2023 20.49.13;44000;R1.1;20,17;19,89;19,90909;20,00255;53,36998;53,68144;139,2262;54;0
27/02/2023 20.49.36;44000;R1.1;20,15;19,89;19,90909;20,00255;53,36998;53,67567;139,2715;54;0
27/02/2023 20.50.06;44000;R1.1;20,13;19,89;19,90909;20,00255;53,36422;53,68144;139,3529;54;0
27/02/2023 20.50.36;44000;R1.1;20,11;19,88;19,90909;20,00255;53,37574;53,6699;139,4434;54;0
27/02/2023 20.51.06;44000;R1.1;20,12;19,88;19,90909;20,00255;53,36422;53,6699;139,5429;54;0
27/02/2023 20.51.36;44000;R1.1;20,11;19,88;19,90909;20,00255;53,36422;53,65836;139,6243;54;0
27/02/2023 20.52.06;44000;R1.1;20,1;19,88;19,90909;20,00255;53,36422;53,66413;139,7148;54;0
27/02/2023 20.52.45;44000;R1.1;20,1;19,87;19,90909;20,00255;53,35845;53,65836;139,8233;54;0
27/02/2023 20.53.07;44000;R1.1;20,09;19,87;19,90909;20,00255;53,35269;53,6699;139,95;54;0
27/02/2023 20.53.37;44000;R1.1;20,1;19,88;19,90909;20,00255;53,34692;53,65836;140,0586;54;0
27/02/2023 20.54.07;44000;R1.1;20,11;19,88;19,90909;20,00255;53,34692;53,65259;140,1852;54;0
27/02/2023 20.54.37;44000;R1.1;20,11;19,89;19,90909;20,00255;53,34692;53,66413;140,2938;54;0
27/02/2023 20.55.07;44000;R1.1;20,12;19,9;19,90909;20,00255;53,34116;53,6699;140,4114;54;0
27/02/2023 20.55.37;44000;R1.1;20,14;19,91;19,90909;20,00255;53,34116;53,65259;140,4928;54;0
27/02/2023 20.56.10;44000;R1.1;20,15;19,93;19,90909;20,00255;53,3354;53,65259;140,5743;54;0
27/02/2023 20.56.40;44000;R1.1;20,16;19,94;19,90909;20,00255;53,3354;53,65836;140,6376;54;0
27/02/2023 20.57.10;44000;R1.1;20,16;19,96;19,90909;20,00255;53,32963;53,64682;140,7552;54;0
27/02/2023 20.57.40;44000;R1.1;20,17;19,98;19,90909;20,00255;53,32963;53,66413;140,7914;54;0
27/02/2023 20.58.10;44000;R1.1;20,18;19,99;19,90909;20,00255;53,32963;53,64105;140,8547;54;0
27/02/2023 20.58.40;44000;R1.1;20,19;20,01;19,90909;20,00255;53,32963;53,64682;140,9;54;0
27/02/2023 20.59.18;44000;R1.1;20,19;20,01;19,90909;20,00255;53,32963;53,64682;140,9361;54;0
27/02/2023 20.59.41;44000;R1.1;20,19;20,01;19,90909;20,00255;53,32963;53,64682;140,9452;54;0
27/02/2023 21.00.11;44000;R1.1;20,2;20,03;19,90909;20,00255;53,32963;53,65259;140,9995;54;0
27/02/2023 21.00.42;44000;R1.1;20,21;20,04;19,90909;20,00255;53,3354;53,63528;140,9995;54;0
27/02/2023 21.01.12;44000;R1.1;20,22;20,06;19,90909;20,00255;53,32963;53,63528;141,0085;54;0
27/02/2023 21.01.42;44000;R1.1;20,22;20,07;19,90909;20,00255;53,32963;53,62951;141,0447;54;0
27/02/2023 21.02.12;44000;R1.1;20,23;20,07;19,90909;20,00255;53,32963;53,62951;141,0628;54;0
27/02/2023 21.02.42;44000;R1.1;20,23;20,07;19,90909;20,00255;53,32963;53,63528;141,09;54;0
27/02/2023 21.03.12;44000;R1.1;20,24;20,08;19,90909;20,00255;53,32387;53,63528;141,099;54;0
27/02/2023 21.03.42;44000;R1.1;20,25;20,08;19,90909;20,00255;53,32963;53,63528;141,108;54;0
27/02/2023 21.04.23;44000;R1.1;20,25;20,08;19,90909;20,00255;53,32387;53,62951;141,1261;54;0
27/02/2023 21.04.43;44000;R1.1;20,25;20,08;19,90909;20,00255;53,32387;53,62374;141,1623;54;0
27/02/2023 21.05.13;44000;R1.1;20,26;20,08;19,90909;20,00255;53,32387;53,62951;141,1804;54;0
27/02/2023 21.05.43;44000;R1.1;20,26;20,07;19,90909;20,00255;53,3181;53,62951;141,2076;54;0
27/02/2023 21.06.13;44000;R1.1;20,27;20,06;19,90909;20,00255;53,3181;53,62374;141,2076;54;0
27/02/2023 21.06.43;44000;R1.1;20,27;20,05;19,90909;20,00255;53,3181;53,62951;141,2166;54;0
27/02/2023 21.07.13;44000;R1.1;20,27;20,04;19,90909;20,00255;53,32387;53,62951;141,2166;54;0
27/02/2023 21.07.43;44000;R1.1;20,27;20,03;19,90909;20,00255;53,31234;53,63528;141,2347;54;0
27/02/2023 21.08.13;44000;R1.1;20,27;20,02;19,90909;20,00255;53,3181;53,63528;141,2438;54;0
27/02/2023 21.08.44;44000;R1.1;20,26;20;19,90909;20,00255;53,3181;53,62951;141,289;54;0
27/02/2023 21.09.14;44000;R1.1;20,26;19,99;19,90909;20,00255;53,31234;53,62951;141,3071;54;0
27/02/2023 21.09.44;44000;R1.1;20,26;19,98;19,90909;20,00255;53,30658;53,62374;141,3342;54;0
27/02/2023 21.10.14;44000;R1.1;20,25;19,98;19,90909;20,00255;53,30658;53,62374;141,3704;54;0
27/02/2023 21.10.44;44000;R1.1;20,25;19,98;19,90909;20,00255;53,30081;53,62374;141,3704;54;0
27/02/2023 21.11.16;44000;R1.1;20,24;19,98;19,90909;20,00255;53,30081;53,61797;141,3795;54;0
27/02/2023 21.11.46;44000;R1.1;20,23;19,98;19,90909;20,00255;53,30658;53,61797;141,3795;54;0
27/02/2023 21.12.16;44000;R1.1;20,22;19,97;19,90909;20,00255;53,30081;53,6122;141,3976;54;0
27/02/2023 21.12.46;44000;R1.1;20,22;19,97;19,90909;20,00255;53,29505;53,61797;141,3976;54;0
27/02/2023 21.13.16;44000;R1.1;20,23;19,97;19,90909;20,00255;53,29505;53,61797;141,3976;54;0
27/02/2023 21.13.46;44000;R1.1;20,23;19,97;19,90909;20,00255;53,29505;53,60643;141,4337;54;0
27/02/2023 21.14.16;44000;R1.1;20,23;19,97;19,90909;20,00255;53,29505;53,6122;141,4518;54;0
27/02/2023 21.14.47;44000;R1.1;20,22;19,98;19,90909;20,00255;53,28928;53,60643;141,4428;54;0
27/02/2023 21.15.17;44000;R1.1;20,22;19,98;19,90909;20,00255;53,29505;53,60643;141,4609;54;0
27/02/2023 21.15.47;44000;R1.1;20,22;19,98;19,90909;20,00255;53,29505;53,60066;141,4609;54;0
27/02/2023 21.16.17;44000;R1.1;20,22;19,98;19,90909;20,00255;53,29505;53,59489;141,488;54;0
27/02/2023 21.16.47;44000;R1.1;20,22;19,98;19,90909;20,00255;53,29505;53,60066;141,488;54;0
27/02/2023 21.17.17;44000;R1.1;20,23;19,98;19,90909;20,00255;53,29505;53,58912;141,5061;54;0
27/02/2023 21.17.47;44000;R1.1;20,23;19,98;19,90909;20,00255;53,28928;53,59489;141,5242;54;0
27/02/2023 21.18.17;44000;R1.1;20,23;19,99;19,90909;20,00255;53,28928;53,60066;141,5242;54;0
27/02/2023 21.18.59;44000;R1.1;20,23;19,99;19,90909;20,00255;53,28928;53,60066;141,5242;54;0
27/02/2023 21.19.18;44000;R1.1;20,24;20;19,90909;20,00255;53,28352;53,59489;141,5242;54;0
27/02/2023 21.19.48;44000;R1.1;20,24;20,01;19,90909;20,00255;53,28928;53,58912;141,5423;54;0
27/02/2023 21.20.18;44000;R1.1;20,24;20,02;19,90909;20,00255;53,28928;53,60066;141,5514;54;0
27/02/2023 21.20.48;44000;R1.1;20,24;20,03;19,90909;20,00255;53,28352;53,58335;141,5694;54;0
27/02/2023 21.21.18;44000;R1.1;20,24;20,04;19,90909;20,00255;53,28928;53,59489;141,5785;54;0
27/02/2023 21.21.48;44000;R1.1;20,24;20,05;19,90909;20,00255;53,28352;53,58335;141,5966;54;0
27/02/2023 21.22.32;44000;R1.1;20,25;20,05;19,90909;20,00255;53,28352;53,58335;141,6147;54;0
27/02/2023 21.22.49;44000;R1.1;20,25;20,06;19,90909;20,00255;53,27199;53,58912;141,6418;54;0
27/02/2023 21.23.19;44000;R1.1;20,25;20,07;19,90909;20,00255;53,27199;53,58912;141,6599;54;0
27/02/2023 21.23.49;44000;R1.1;20,25;20,07;19,90909;20,00255;53,27199;53,58335;141,669;54;0
27/02/2023 21.24.19;44000;R1.1;20,25;20,07;19,90909;20,00255;53,27199;53,59489;141,678;54;0
27/02/2023 21.24.49;44000;R1.1;20,26;20,07;19,90909;20,00255;53,27199;53,59489;141,7052;54;0
27/02/2023 21.25.19;44000;R1.1;20,26;20,06;19,90909;20,00255;53,27199;53,58912;141,7052;54;0
27/02/2023 21.25.49;44000;R1.1;20,26;20,05;19,90909;20,00255;53,26623;53,58912;141,7052;54;0
27/02/2023 21.26.19;44000;R1.1;20,26;20,05;19,90909;20,00255;53,26046;53,57758;141,7052;54;0
27/02/2023 21.26.50;44000;R1.1;20,26;20,04;19,90909;20,00255;53,26046;53,58335;141,7413;54;0
27/02/2023 21.27.20;44000;R1.1;20,27;20,04;19,90909;20,00255;53,2547;53,57758;141,7413;54;0
27/02/2023 21.27.50;44000;R1.1;20,27;20,03;19,90909;20,00255;53,2547;53,58335;141,7413;54;0
27/02/2023 21.28.20;44000;R1.1;20,27;20,02;19,90909;20,00255;53,2547;53,57182;141,7413;54;0
27/02/2023 21.28.50;44000;R1.1;20,27;20,02;19,90909;20,00255;53,24894;53,57758;141,7594;54;0
27/02/2023 21.29.20;44000;R1.1;20,25;20,01;19,90909;20,00255;53,24894;53,57182;141,7685;54;0
27/02/2023 21.29.50;44000;R1.1;20,25;20,01;19,90909;20,00255;53,24894;53,56604;141,7594;54;0
27/02/2023 21.30.20;44000;R1.1;20,24;20;19,90909;20,00255;53,2547;53,57182;141,7685;54;0
27/02/2023 21.30.51;44000;R1.1;20,24;20;19,90909;20,00255;53,24317;53,56604;141,7685;54;0
27/02/2023 21.31.21;44000;R1.1;20,24;19,99;19,90909;20,00255;53,24894;53,56028;141,7956;54;0
27/02/2023 21.31.51;44000;R1.1;20,24;19,99;19,90909;20,00255;53,24317;53,5545;141,7956;54;0
27/02/2023 21.32.21;44000;R1.1;20,24;19,99;19,90909;20,00255;53,24317;53,56604;141,7956;54;0
27/02/2023 21.32.51;44000;R1.1;20,24;19,98;19,90909;20,00255;53,23741;53,56028;141,8228;54;0
27/02/2023 21.33.21;44000;R1.1;20,24;19,97;19,90909;20,00255;53,24317;53,54874;141,8499;54;0
27/02/2023 21.33.51;44000;R1.1;20,24;19,97;19,90909;20,00255;53,23164;53,5545;141,868;54;0
27/02/2023 21.34.22;44000;R1.1;20,23;19,96;19,90909;20,00255;53,23164;53,56028;141,877;54;0
27/02/2023 21.34.53;44000;R1.1;20,23;19,95;19,90909;20,00255;53,22588;53,56028;141,8951;54;0
27/02/2023 21.35.23;44000;R1.1;20,23;19,94;19,90909;20,00255;53,23741;53,54874;141,9223;54;0
27/02/2023 21.35.53;44000;R1.1;20,22;19,93;19,90909;20,00255;53,23741;53,54874;141,9223;54;0
27/02/2023 21.36.23;44000;R1.1;20,2;19,92;19,90909;20,00255;53,23741;53,54874;141,9223;54;0
27/02/2023 21.36.53;44000;R1.1;20,2;19,91;19,90909;20,00255;53,23741;53,54874;141,9494;54;0
27/02/2023 21.37.23;44000;R1.1;20,19;19,91;19,90909;20,00255;53,23741;53,5545;141,9404;54;0
27/02/2023 21.37.53;44000;R1.1;20,18;19,9;19,90909;20,00255;53,23741;53,54874;141,9404;54;0
27/02/2023 21.38.23;44000;R1.1;20,17;19,9;19,90909;20,00255;53,23164;53,5545;141,9494;54;0
27/02/2023 21.39.06;44000;R1.1;20,15;19,89;19,90909;20,00255;53,23741;53,5545;141,9494;54;0
27/02/2023 21.39.24;44000;R1.1;20,14;19,88;19,90909;20,00255;53,23164;53,56028;141,9494;54;0
27/02/2023 21.39.54;44000;R1.1;20,12;19,87;19,90909;20,00255;53,23164;53,5545;141,9766;54;0
27/02/2023 21.40.24;44000;R1.1;20,1;19,87;19,90909;20,00255;53,23164;53,5545;141,9856;54;0
27/02/2023 21.40.54;44000;R1.1;20,08;19,86;19,90909;20,00255;53,22588;53,54874;141,9856;54;0
27/02/2023 21.41.24;44000;R1.1;20,08;19,86;19,90909;20,00255;53,23164;53,54296;142,0128;54;0
27/02/2023 21.41.54;44000;R1.1;20,08;19,85;19,90909;20,00255;53,22011;53,5545;142,0128;54;0
27/02/2023 21.42.24;44000;R1.1;20,09;19,84;19,90909;20,00255;53,22011;53,54296;142,0218;54;0
27/02/2023 21.42.56;44000;R1.1;20,07;19,83;19,90909;20,00255;53,22011;53,5372;142,0399;54;0
27/02/2023 21.43.26;44000;R1.1;20,06;19,83;19,90909;20,00255;53,22011;53,5372;142,0128;54;0
27/02/2023 21.43.56;44000;R1.1;20,04;19,83;19,90909;20,00255;53,22011;53,5372;142,0399;54;0
27/02/2023 21.44.26;44000;R1.1;20,03;19,83;19,90909;20,00255;53,22011;53,5372;142,0128;54;0
27/02/2023 21.44.56;44000;R1.1;20;19,82;19,90909;20,00255;53,21435;53,54296;141,9766;54;0
27/02/2023 21.45.26;44000;R1.1;19,99;19,81;19,90909;20,00255;53,21435;53,54296;141,9494;54;0
27/02/2023 21.45.56;44000;R1.1;19,97;19,8;19,90909;20,00255;53,21435;53,54296;141,9494;54;0
27/02/2023 21.46.26;44000;R1.1;19,96;19,79;19,90909;20,00255;53,21435;53,5372;141,9494;54;0
27/02/2023 21.46.56;44000;R1.1;19,96;19,78;19,90909;20,00255;53,22011;53,54296;141,9404;54;0
27/02/2023 21.47.39;44000;R1.1;19,96;19,77;19,90909;20,00255;53,22011;53,54874;141,8951;54;0
27/02/2023 21.47.57;44000;R1.1;19,94;19,76;19,90909;20,00255;53,22588;53,5372;141,9132;54;0
27/02/2023 21.48.27;44000;R1.1;19,93;19,75;19,90909;20,00255;53,21435;53,54296;141,9223;54;0
27/02/2023 21.48.57;44000;R1.1;19,93;19,76;19,90909;20,00255;53,22011;53,54296;141,9132;54;0
